ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento
1165,2025-09-16 13:00:00,Notebook Ultrafino,Eletrônicos,5200.0,4,113,Macapá,AP,20800.0
1166,2025-09-16 20:00:00,HD Externo 2TB,Hardware,450.0,6,105,Rio Branco,AC,2700.0
1167,2025-09-16 19:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,139,Cuiabá,MT,2450.0
1168,2025-09-16 08:00:00,Smartphone Premium,Eletrônicos,4200.0,4,135,Macapá,AP,16800.0
1169,2025-09-16 22:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,134,Porto Velho,RO,650.0
1170,2025-09-17 22:00:00,Roteador Wi-Fi 6,Hardware,650.0,5,132,Teresina,PI,3250.0
1171,2025-09-17 22:00:00,Impressora Multifuncional,Eletrônicos,900.0,1,141,São Paulo,SP,900.0
1172,2025-09-17 04:00:00,Dock Station USB-C,Acessórios,500.0,6,107,Florianópolis,SC,3000.0
1173,2025-09-17 02:00:00,Headset 7.1,Acessórios,800.0,5,138,Campo Grande,MS,4000.0
1174,2025-09-17 05:00:00,Webcam Full HD,Acessórios,300.0,4,144,João Pessoa,PB,1200.0
1175,2025-09-18 11:00:00,Dock Station USB-C,Acessórios,500.0,3,114,Palmas,TO,1500.0
1176,2025-09-18 03:00:00,Teclado Mecânico,Acessórios,527.66,7,122,São Paulo,SP,3693.62
1177,2025-09-18 13:00:00,Placa de Vídeo,Hardware,4500.0,6,130,Vitória,ES,27000.0
1178,2025-09-18 17:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,148,Porto Alegre,RS,650.0
1179,2025-09-18 05:00:00,Impressora Multifuncional,Eletrônicos,900.0,5,149,Brasília,DF,4500.0
1180,2025-09-19 00:00:00,HD Externo 2TB,Hardware,450.0,3,126,São Paulo,SP,1350.0
1181,2025-09-19 21:00:00,Cadeira Gamer,Móveis,1200.0,2,101,Macapá,AP,2400.0
1182,2025-09-19 16:00:00,Smartphone Premium,Eletrônicos,4200.0,6,103,São Paulo,SP,25200.0
1183,2025-09-19 01:00:00,Mouse Vertical,Acessórios,229.8,1,131,Boa Vista,RR,229.8
1184,2025-09-19 19:00:00,Placa de Vídeo,Hardware,4500.0,5,121,Belém,PA,22500.0
1185,2025-09-20 22:00:00,Laptop Gamer,Eletrônicos,7500.0,6,111,Cuiabá,MT,45000.0
1186,2025-09-20 20:00:00,Mouse Vertical,Acessórios,233.78,7,102,Aracaju,SE,1636.46
1187,2025-09-20 01:00:00,Caixa de Som Bluetooth,Acessórios,350.0,7,141,São Paulo,SP,2450.0
1188,2025-09-20 22:00:00,Impressora Multifuncional,Eletrônicos,900.0,1,118,Boa Vista,RR,900.0
1189,2025-09-20 00:00:00,Mesa Escritório,Móveis,700.0,1,110,Maceió,AL,700.0
1190,2025-09-21 02:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,112,São Luís,MA,31200.0
1191,2025-09-21 17:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,106,Salvador,BA,650.0
1192,2025-09-21 05:00:00,Laptop Gamer,Eletrônicos,7500.0,5,121,Manaus,AM,37500.0
1193,2025-09-21 08:00:00,Cadeira Gamer,Móveis,1200.0,7,114,Porto Alegre,RS,8400.0
1194,2025-09-21 14:00:00,Smartphone Premium,Eletrônicos,4200.0,7,108,Macapá,AP,29400.0
1195,2025-09-22 10:00:00,Fonte 750W,Hardware,550.0,2,108,Rio Branco,AC,1100.0
1196,2025-09-22 15:00:00,Dock Station USB-C,Acessórios,500.0,4,140,Salvador,BA,2000.0
1197,2025-09-22 15:00:00,Teclado Mecânico,Acessórios,524.64,6,124,Rio Branco,AC,3147.84
1198,2025-09-22 04:00:00,Webcam Full HD,Acessórios,300.0,6,149,Belém,PA,1800.0
1199,2025-09-22 08:00:00,Roteador Wi-Fi 6,Hardware,650.0,5,144,Boa Vista,RR,3250.0
1200,2025-09-23 21:00:00,Roteador Wi-Fi 6,Hardware,650.0,2,146,Macapá,AP,1300.0
1201,2025-09-23 05:00:00,Roteador Wi-Fi 6,Hardware,650.0,5,138,Belém,PA,3250.0
1202,2025-09-23 04:00:00,Roteador Wi-Fi 6,Hardware,650.0,2,107,São Luís,MA,1300.0
1203,2025-09-23 13:00:00,Roteador Wi-Fi 6,Hardware,650.0,7,139,São Paulo,SP,4550.0
1204,2025-09-23 11:00:00,Headset 7.1,Acessórios,800.0,3,140,Manaus,AM,2400.0
1205,2025-09-24 10:00:00,Webcam Full HD,Acessórios,300.0,4,115,Natal,RN,1200.0
1206,2025-09-24 21:00:00,Mouse Vertical,Acessórios,247.41,7,137,Brasília,DF,1731.87
1207,2025-09-24 07:00:00,HD Externo 2TB,Hardware,450.0,7,146,Belo Horizonte,MG,3150.0
1208,2025-09-24 10:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,130,Boa Vista,RR,2800.0
1209,2025-09-24 08:00:00,Notebook Ultrafino,Eletrônicos,5200.0,5,148,Maceió,AL,26000.0
1210,2025-09-25 00:00:00,Headset 7.1,Acessórios,800.0,3,147,Belém,PA,2400.0
1211,2025-09-25 05:00:00,Dock Station USB-C,Acessórios,500.0,3,115,Cuiabá,MT,1500.0
1212,2025-09-25 16:00:00,Cadeira Gamer,Móveis,1200.0,5,148,Porto Alegre,RS,6000.0
1213,2025-09-25 12:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,113,Cuiabá,MT,8400.0
1214,2025-09-25 00:00:00,Cadeira Gamer,Móveis,1200.0,6,106,João Pessoa,PB,7200.0
1215,2025-09-26 16:00:00,Caixa de Som Bluetooth,Acessórios,350.0,1,104,Aracaju,SE,350.0
1216,2025-09-26 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,133,Maceió,AL,14000.0
1217,2025-09-26 02:00:00,Teclado Mecânico,Acessórios,523.83,6,116,Curitiba,PR,3142.9800000000005
1218,2025-09-26 00:00:00,Laptop Gamer,Eletrônicos,7500.0,2,148,Florianópolis,SC,15000.0
1219,2025-09-26 17:00:00,Roteador Wi-Fi 6,Hardware,650.0,6,120,Salvador,BA,3900.0
1220,2025-09-27 01:00:00,SSD 1TB,Hardware,600.0,6,107,Maceió,AL,3600.0
1221,2025-09-27 05:00:00,Headset 7.1,Acessórios,800.0,2,125,Vitória,ES,1600.0
1222,2025-09-27 16:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,144,Campo Grande,MS,31200.0
1223,2025-09-27 14:00:00,Mouse Vertical,Acessórios,243.52,7,120,Rio Branco,AC,1704.64
1224,2025-09-27 01:00:00,Fonte 750W,Hardware,550.0,5,148,Manaus,AM,2750.0
1225,2025-09-28 23:00:00,Webcam Full HD,Acessórios,300.0,7,133,Boa Vista,RR,2100.0
1226,2025-09-28 18:00:00,Impressora Multifuncional,Eletrônicos,900.0,3,137,Campo Grande,MS,2700.0
1227,2025-09-28 11:00:00,HD Externo 2TB,Hardware,450.0,4,129,Porto Velho,RO,1800.0
1228,2025-09-28 21:00:00,Mesa Escritório,Móveis,700.0,5,113,Rio Branco,AC,3500.0
1229,2025-09-28 17:00:00,Roteador Wi-Fi 6,Hardware,650.0,4,115,Vitória,ES,2600.0
1230,2025-09-29 04:00:00,Impressora Multifuncional,Eletrônicos,900.0,1,115,Belo Horizonte,MG,900.0
1231,2025-09-29 02:00:00,Notebook Ultrafino,Eletrônicos,5200.0,7,143,Goiânia,GO,36400.0
1232,2025-09-29 19:00:00,Laptop Gamer,Eletrônicos,7500.0,1,123,Brasília,DF,7500.0
1233,2025-09-29 01:00:00,SSD 1TB,Hardware,600.0,3,143,Manaus,AM,1800.0
1234,2025-09-29 04:00:00,Webcam Full HD,Acessórios,300.0,3,139,Palmas,TO,900.0
1235,2025-09-30 21:00:00,HD Externo 2TB,Hardware,450.0,5,134,São Paulo,SP,2250.0
1236,2025-09-30 16:00:00,Mouse Vertical,Acessórios,248.68,5,134,Fortaleza,CE,1243.4
1237,2025-09-30 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,137,Porto Velho,RO,19600.0
1238,2025-09-30 11:00:00,SSD 1TB,Hardware,600.0,2,107,Salvador,BA,1200.0
1239,2025-09-30 11:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,137,Recife,PE,650.0
1240,2025-10-01 02:00:00,Mouse Vertical,Acessórios,230.76,1,107,São Paulo,SP,230.76
1241,2025-10-01 03:00:00,SSD 1TB,Hardware,600.0,4,102,Manaus,AM,2400.0
1242,2025-10-01 23:00:00,SSD 1TB,Hardware,600.0,5,142,São Luís,MA,3000.0
1243,2025-10-01 19:00:00,Mouse Vertical,Acessórios,231.25,1,113,Porto Velho,RO,231.25
1244,2025-10-01 22:00:00,Teclado Mecânico,Acessórios,535.56,5,128,Belém,PA,2677.7999999999997
1245,2025-10-02 05:00:00,Smartphone Premium,Eletrônicos,4200.0,3,130,Teresina,PI,12600.0
1246,2025-10-02 16:00:00,Laptop Gamer,Eletrônicos,7500.0,4,115,Natal,RN,30000.0
1247,2025-10-02 13:00:00,Dock Station USB-C,Acessórios,500.0,4,132,Palmas,TO,2000.0
1248,2025-10-02 12:00:00,Laptop Gamer,Eletrônicos,7500.0,1,111,Fortaleza,CE,7500.0
1249,2025-10-02 17:00:00,Fonte 750W,Hardware,550.0,3,143,Macapá,AP,1650.0
1250,2025-10-03 13:00:00,Cadeira Gamer,Móveis,1200.0,1,138,Fortaleza,CE,1200.0
1251,2025-10-03 11:00:00,Roteador Wi-Fi 6,Hardware,650.0,5,140,Florianópolis,SC,3250.0
1252,2025-10-03 01:00:00,Fonte 750W,Hardware,550.0,4,127,Belo Horizonte,MG,2200.0
